image_index,concept,verdict,macro_cluster
44,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
44,"fibroses, pulmonary",Uncertain,0
44,miliary lupoid of boeck,Uncertain,1
44,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Unaligned,0
44,tracheal structure,Aligned,0
44,tuberculous (qualifier value),Uncertain,1
44,visualized proximal humerus demonstrates normal trabecular pattern and smooth cortical bone surfaces.,Uncertain,2
45,atheroscleroses,Uncertain,0
45,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
45,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
45,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
45,gallstone diseases,Uncertain,5
45,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
45,pericardial effusion,Uncertain,0
45,small focal nodular density identified in the left lower lung field.,Uncertain,0
45,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Uncertain,2
45,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
46,"columns, spinal",Uncertain,2
46,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
46,cystic fibrosis (disorder),Uncertain,0
46,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
46,"disease, forestier's",Uncertain,2
46,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
46,pulmonary cicatrix,Uncertain,0
46,the carina is sharp and located at the level of the hilum.,Uncertain,0
46,the left atrial appendage is located along the mid left heart border.,Uncertain,0
46,well defined thick walled cavitary lesion identified in the left lower lobe.,Uncertain,0
47,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Uncertain,1
47,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
47,cervical spines,Uncertain,2
47,dense calcified plaques identified along the margins of the thoracic aorta.,Uncertain,0
47,fibrocystic disease,Uncertain,0
47,gallstone diseases,Uncertain,5
47,large lobulated soft tissue density identified in the left lower lung field.,Uncertain,0
47,miliary lupoid of boeck,Uncertain,1
47,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Aligned,0
47,tuberculosis,Uncertain,1
48,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
48,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
48,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Aligned,2
48,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
48,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,Unaligned,0
48,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
48,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Aligned,0
48,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
48,globular heart shape suggesting an increase in the pericardial space.,Unaligned,0
49,bronchiectasis (disorder),Uncertain,0
49,chronic irreversible airway obstruction,Uncertain,0
49,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
49,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
49,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
49,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
49,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
49,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
49,unexpanded lung,Uncertain,0
