image_index,concept,verdict,macro_cluster
61,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
61,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
61,extraskeletal calcification,Uncertain,2
61,"fibroses, pulmonary",Uncertain,0
61,the left atrial appendage is located along the mid left heart border.,Uncertain,0
61,well-defined costophrenic sulcus with normal contour and sharp margins.,Uncertain,4
62,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
62,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
62,"columns, spinal",Unaligned,2
62,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
62,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
62,pericardial effusion,Unaligned,0
62,small focal nodular density identified in the left lower lung field.,Uncertain,0
62,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
62,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Unaligned,2
62,tracheal structure,Unaligned,0
63,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
63,cystic fibrosis (disorder),Uncertain,0
63,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
63,"disease, forestier's",Uncertain,2
63,gallstone diseases,Uncertain,5
63,increased prominence of bronchovascular markings with bilateral hazy opacities.,Uncertain,0
63,miliary lupoid of boeck,Uncertain,1
63,multiple small gas lucencies identified throughout the subcutaneous soft tissues of chest.,Uncertain,0
63,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
63,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
64,bronchiectasis (disorder),Uncertain,0
64,bronchiolitis (disorder),Uncertain,0
64,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
64,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
64,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
64,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
64,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Aligned,2
64,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Unaligned,0
64,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
65,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
65,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Uncertain,2
65,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
65,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
65,gallstone diseases,Uncertain,5
65,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Uncertain,2
65,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
65,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
65,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Uncertain,2
65,tuberculosis,Uncertain,1
66,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
66,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
66,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
66,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
66,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
66,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
66,small focal nodular density identified in the left lower lung field.,Uncertain,0
66,solitary circumscribed mass lesion projecting over the right mid lung zone.,Aligned,0
66,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
67,cervical spines,Uncertain,2
67,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
67,focal pulmonary opacity with smooth margins located in the left upper lobe.,Unaligned,0
67,gallstone diseases,Uncertain,5
67,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
67,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
67,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
67,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
67,pulmonary cicatrix,Uncertain,0
67,tuberculosis,Uncertain,1
68,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
68,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
68,cervical spines,Uncertain,2
68,cystic fibrosis (disorder),Uncertain,0
68,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
68,fibrocystic disease,Uncertain,0
68,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
68,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
68,tuberculosis,Uncertain,1
68,tuberculous (qualifier value),Aligned,1
69,atheroscleroses,Uncertain,0
69,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
69,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Uncertain,0
69,gallstone disease,Uncertain,5
69,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
69,pericardial effusion,Uncertain,0
69,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Uncertain,2
69,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
70,acute bronchitis (disorder),Uncertain,0
70,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
70,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
70,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
70,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
70,miliary lupoid of boeck,Uncertain,1
70,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
70,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Aligned,0
70,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
70,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
71,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
71,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
71,gallstone diseases,Uncertain,5
71,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
71,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
71,pneumothorax (disorder),Unaligned,0
71,radiolucent gas collection identified between the liver dome and the diaphragm.,Unaligned,3
71,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Uncertain,3
71,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Unaligned,2
71,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
72,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
72,chronic irreversible airway obstruction,Uncertain,0
72,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
72,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
72,fibrocystic disease,Uncertain,0
72,heart atria,Uncertain,0
72,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
72,pleural effusions,Uncertain,0
72,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Uncertain,0
72,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
73,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
73,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
73,expansile lytic lesion noted within the mid portion of the right scapula.,Unaligned,2
73,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
73,miliary lupoid of boeck,Aligned,1
73,pulmonary cicatrix,Aligned,0
73,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
73,unexpanded lung,Uncertain,0
73,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Unaligned,2
73,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
74,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
74,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
74,chronic irreversible airway obstruction,Uncertain,0
74,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
74,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
74,fibrocystic disease,Uncertain,0
74,miliary lupoid of boeck,Uncertain,1
74,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
74,radiolucent gas collection identified between the liver dome and the diaphragm.,Unaligned,3
74,the tracheal bifurcation is clearly visualized with a sharp carinal angle.,Aligned,0
75,a solitary well-defined nodule with central dense calcification is noted.,Unaligned,0
75,chronic irreversible airway obstruction,Uncertain,0
75,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Unaligned,2
75,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
75,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
75,gallstone diseases,Uncertain,5
75,oesophageal hiatal hernia,Uncertain,3
75,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
75,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Unaligned,2
76,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
76,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
76,gallstone disease,Uncertain,5
76,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
76,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
76,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Uncertain,2
76,lymphatic gland,Uncertain,7
76,radiolucent gas collection identified between the liver dome and the diaphragm.,Uncertain,3
76,subdiaphragmatic lucency consistent with free air within the peritoneal cavity.,Uncertain,3
76,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
77,fibrocystic disease,Uncertain,0
77,gallstone disease,Uncertain,5
77,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
77,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
77,lumbar vertebral segments are faintly outlined at the base of the film.,Uncertain,2
77,miliary lupoid of boeck,Uncertain,1
77,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
77,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
77,tuberculosis,Uncertain,1
77,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
78,atrial structure (body structure),Aligned,0
78,bronchiolitis (disorder),Uncertain,0
78,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
78,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
78,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
78,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
78,pericardial effusion,Uncertain,0
78,tuberculous (qualifier value),Uncertain,1
78,vertebral columns,Uncertain,2
79,bronchiolitis (disorder),Uncertain,0
79,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
79,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
79,miliary lupoid of boeck,Uncertain,1
79,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
79,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
79,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
79,the pulmonary artery segment maintains a normal contour along the left heart border.,Uncertain,0
79,vertebral columns,Aligned,2
79,well-defined costophrenic sulcus with normal contour and sharp margins.,Uncertain,4
80,cardiomegaly (disorder),Uncertain,0
80,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
80,dense calcified plaques identified along the margins of the thoracic aorta.,Uncertain,0
80,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Unaligned,7
80,"hernia, hiatus",Uncertain,3
80,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
80,"spine, cervical",Uncertain,2
80,the left atrial appendage is located along the mid left heart border.,Uncertain,0
80,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
80,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
81,atheroscleroses,Uncertain,0
81,calculus in biliary tract,Uncertain,5
81,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
81,coad,Uncertain,0
81,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
81,cystic fibrosis (disorder),Uncertain,0
81,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
81,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Unaligned,7
81,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
81,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
82,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
82,cystic fibrosis (disorder),Uncertain,0
82,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
82,fibrocystic disease,Uncertain,0
82,homogeneous opacity with ipsilateral mediastinal shift indicating significant lobar collapse.,Unaligned,0
82,increased posterior curvature of the thoracic spine is noted on the lateral view.,Uncertain,2
82,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
82,pulmonary cicatrix,Uncertain,0
82,the carina is sharp and located at the level of the hilum.,Uncertain,0
82,tuberculosis,Uncertain,1
83,cervical spines,Uncertain,2
83,"columns, spinal",Uncertain,2
83,cystic fibrosis (disorder),Uncertain,0
83,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
83,"disease, forestier's",Uncertain,2
83,gallstone diseases,Uncertain,5
83,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
83,miliary lupoid of boeck,Uncertain,1
83,"spine, cervical",Uncertain,2
83,tuberculosis,Uncertain,1
84,"columns, spinal",Uncertain,2
84,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
84,"disease, forestier's",Uncertain,2
84,fibrocystic disease,Uncertain,0
84,gallstone diseases,Uncertain,5
84,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
84,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
84,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Aligned,0
84,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
84,tuberculosis,Uncertain,1
85,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
85,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
85,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
85,cystic fibrosis (disorder),Uncertain,0
85,"disease, forestier's",Uncertain,2
85,extraskeletal calcification,Uncertain,2
85,miliary lupoid of boeck,Uncertain,1
85,the carina is sharp and located at the level of the hilum.,Uncertain,0
85,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
85,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Aligned,0
86,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
86,cardiac insufficiency,Unaligned,0
86,cervical spines,Uncertain,2
86,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
86,cystic fibrosis (disorder),Unaligned,0
86,gallstone diseases,Uncertain,5
86,pneumohemothorax,Unaligned,0
86,pneumothorax (disorder),Unaligned,0
86,sternal prominence projecting anteriorly beyond the normal thoracic cage margin.,Unaligned,2
86,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Uncertain,4
87,calcified granuloma,Uncertain,0
87,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
87,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
87,fibrocystic disease,Uncertain,0
87,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Unaligned,3
87,heart structure (body structure),Aligned,0
87,normal midline position of the air filled trachea is maintained throughout the thorax.,Uncertain,0
87,radiolucent epicardial adipose tissue visible along the lower anterior heart border.,Uncertain,6
87,the left atrial appendage is located along the mid left heart border.,Uncertain,0
88,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
88,cardiomegaly (disorder),Uncertain,0
88,"disease, forestier's",Uncertain,2
88,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
88,pericardial effusion,Uncertain,0
88,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
88,the pulmonary artery segment maintains a normal contour along the left heart border.,Uncertain,0
88,the upper abdomen is partially included at the base of the image.,Uncertain,3
88,tuberculosis,Uncertain,1
89,atheromatosis,Uncertain,0
89,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
89,chronic irreversible airway obstruction,Uncertain,0
89,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
89,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
89,forestiers disease,Uncertain,2
89,increased cardiac shadow size with a water bottle configuration.,Uncertain,0
89,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Uncertain,0
89,tracheal structure,Uncertain,0
89,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
90,"columns, spinal",Uncertain,2
90,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
90,large air filled bullae are identified within the apical lung regions.,Uncertain,0
90,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
90,pneumothorax (disorder),Unaligned,0
90,radiolucent gas collection identified between the liver dome and the diaphragm.,Uncertain,3
90,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Aligned,0
90,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
90,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
91,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
91,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
91,"disease, forestier's",Uncertain,2
91,fibrocystic disease,Uncertain,0
91,gallstone diseases,Uncertain,5
91,pneumothorax (disorder),Unaligned,0
91,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
91,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
91,tuberculosis,Uncertain,1
91,tuberculous (qualifier value),Uncertain,1
92,chronic irreversible airway obstruction,Uncertain,0
92,costophrenic angle,Uncertain,4
92,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
92,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
92,"disease, forestier's",Uncertain,2
92,gallstone diseases,Uncertain,5
92,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
92,miliary lupoid of boeck,Uncertain,1
92,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
92,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
93,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Aligned,0
93,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
93,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,Unaligned,0
93,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
93,gallstone diseases,Uncertain,5
93,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
93,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
93,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
94,atheroscleroses,Uncertain,0
94,cervical spines,Uncertain,2
94,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
94,extraskeletal calcification,Aligned,2
94,forestiers disease,Uncertain,2
94,gallstone disease,Uncertain,5
94,gallstone diseases,Uncertain,5
94,large lobulated soft tissue density identified in the left lower lung field.,Uncertain,0
94,pericardial effusion,Uncertain,0
94,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
95,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
95,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
95,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
95,"disease, forestier's",Uncertain,2
95,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
95,gallstone diseases,Uncertain,5
95,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
95,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Uncertain,2
95,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
95,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
96,"columns, spinal",Uncertain,2
96,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
96,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
96,hemopneumothorax,Unaligned,0
96,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Uncertain,0
96,large air filled bullae are identified within the apical lung regions.,Uncertain,0
96,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
96,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
96,pericardial effusion,Uncertain,0
96,well-defined costophrenic sulcus with normal contour and sharp margins.,Uncertain,4
97,atheromatosis,Uncertain,0
97,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
97,continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,Uncertain,2
97,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
97,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
97,fibrocystic disease,Uncertain,0
97,linear lucencies tracking along the subcutaneous soft tissues of the chest wall.,Uncertain,0
97,pneumohemothorax,Unaligned,0
97,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
97,tracheal structure,Aligned,0
98,cardiomegaly (disorder),Uncertain,0
98,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Uncertain,1
98,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
98,cystic fibrosis (disorder),Uncertain,0
98,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
98,"disease, forestier's",Uncertain,2
98,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Uncertain,0
98,the pulmonary artery segment maintains a normal contour along the left heart border.,Uncertain,0
98,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Uncertain,0
98,tuberculosis,Uncertain,1
99,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
99,chronic irreversible airway obstruction,Uncertain,0
99,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
99,costophrenic angle,Aligned,4
99,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
99,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
99,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
99,pericardial effusion,Uncertain,0
99,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
99,well-defined costophrenic sulcus with normal contour and sharp margins.,Uncertain,4
100,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
100,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
100,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
100,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
100,gallstone diseases,Uncertain,5
100,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
100,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Aligned,3
100,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Aligned,0
100,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
101,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Uncertain,1
101,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
101,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
101,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
101,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
101,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
101,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Uncertain,2
101,retrocardiac soft tissue opacity noted within the posterior mediastinum.,Unaligned,3
101,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Uncertain,2
101,the upper abdomen is partially included at the base of the image.,Uncertain,3
102,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
102,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
102,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
102,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
102,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
102,"disease, forestier's",Uncertain,2
102,"fibroses, pulmonary",Uncertain,0
102,miliary lupoid of boeck,Uncertain,1
102,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
103,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
103,coad,Uncertain,0
103,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
103,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
103,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Unaligned,7
103,miliary lupoid of boeck,Uncertain,1
103,normal aortic arch shadow is visualized along the superior mediastinal border.,Aligned,0
103,small focal nodular density identified in the left lower lung field.,Unaligned,0
103,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
104,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
104,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
104,"fibroses, pulmonary",Uncertain,0
104,homogeneous opacification of the pleural space consistent with a large pleural effusion.,Unaligned,0
104,large air filled bullae are identified within the apical lung regions.,Unaligned,0
104,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
104,pleural effusions,Aligned,0
104,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Uncertain,0
104,shoulder,Unaligned,2
104,structure of yellow fat,Aligned,6
105,a solitary well-defined nodule with central dense calcification is noted.,Uncertain,0
105,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
105,bronchiectasis (disorder),Uncertain,0
105,central mediastinal structures maintain a normal position without evidence of abnormal widening.,Aligned,0
105,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
105,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
105,"fibroses, pulmonary",Uncertain,0
105,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
105,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
105,oesophageal hiatal hernia,Uncertain,3
106,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
106,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
106,"disease, forestier's",Uncertain,2
106,gallstone disease,Uncertain,5
106,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
106,increased posterior curvature of the thoracic spine is noted on the lateral view.,Uncertain,2
106,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
106,the left atrial appendage is located along the mid left heart border.,Uncertain,0
